route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color,agency_name
30R,WH,30R,Dublin - Livermore via College,,3,,00CC00,FFFFFF,Livermore Amador Valley Transit Authority LastGenerated
502,WH,502,Emerald Glen,,3,,FF4F4F,FFFFFF,Livermore Amador Valley Transit Authority LastGenerated
10R,WH,10R,Pleasanton - Livermore via Stanley,,3,,FF0000,FFFFFF,Livermore Amador Valley Transit Authority LastGenerated
11,WH,11,Greenville,,3,,000000,FFFFFF,Livermore Amador Valley Transit Authority LastGenerated
53,WH,53,Stoneridge,,3,,3366CC,FFFFFF,Livermore Amador Valley Transit Authority LastGenerated
14,WH,14,Pleasanton - Livermore via Outlets,,3,,800080,FFFFFF,Livermore Amador Valley Transit Authority LastGenerated
15,WH,15,Springtown,,3,,004080,FFFFFF,Livermore Amador Valley Transit Authority LastGenerated
1,WH,1,Santa Rita Jail,,3,,8000FF,FFFFFF,Livermore Amador Valley Transit Authority LastGenerated
503,WH,503,Shannon Park,,3,,FF4F4F,FFFFFF,Livermore Amador Valley Transit Authority LastGenerated
504,WH,504,Dublin Ranch,,3,,FF4F4F,FFFFFF,Livermore Amador Valley Transit Authority LastGenerated
601,WH,601,Ruby Hill,,3,,FF4F4F,FFFFFF,Livermore Amador Valley Transit Authority LastGenerated
602,WH,602,Del Prado Park,,3,,FF4F4F,FFFFFF,Livermore Amador Valley Transit Authority LastGenerated
603,WH,603,Muirwood Park,,3,,FF4F4F,FFFFFF,Livermore Amador Valley Transit Authority LastGenerated
604,WH,604,Fairlands,,3,,FF4F4F,FFFFFF,Livermore Amador Valley Transit Authority LastGenerated
605,WH,605,Fairlands,,3,,FF4F4F,FFFFFF,Livermore Amador Valley Transit Authority LastGenerated
606,WH,606,Vintage Hills,,3,,FF4F4F,FFFFFF,Livermore Amador Valley Transit Authority LastGenerated
607,WH,607,Laguna Oaks,,3,,FF4F4F,FFFFFF,Livermore Amador Valley Transit Authority LastGenerated
608,WH,608,Amaral Park,,3,,FF4F4F,FFFFFF,Livermore Amador Valley Transit Authority LastGenerated
609,WH,609,Del Prado Park,,3,,FF4F4F,FFFFFF,Livermore Amador Valley Transit Authority LastGenerated
610,WH,610,Fairlands,,3,,FF4F4F,FFFFFF,Livermore Amador Valley Transit Authority LastGenerated
611,WH,611,Ruby Hill,,3,,FF4F4F,FFFFFF,Livermore Amador Valley Transit Authority LastGenerated
501,WH,501,Positano Hill,,3,,FF4F4F,FFFFFF,Livermore Amador Valley Transit Authority LastGenerated
711,WH,711,Bay Fair,,3,,00FF00,FFFFFF,Livermore Amador Valley Transit Authority LastGenerated
